Unit_ID,Candidate_Number,Candidate_Name,Score
KK10_CONST_โคกโพธิ์ไชย_โพธิ์ไชย_M1_U1,6,นายประยูร เทียมทะนง,0
KK10_CONST_โคกโพธิ์ไชย_โพธิ์ไชย_M2_U2,1,นายวันนิวัติ สมบูรณ์,103
KK10_CONST_โคกโพธิ์ไชย_โพธิ์ไชย_M2_U2,2,ร.ต.ท.สงวน คมขาว,1
KK10_CONST_โคกโพธิ์ไชย_โพธิ์ไชย_M2_U2,3,นายนิวัตร สระพรม,25
KK10_CONST_โคกโพธิ์ไชย_โพธิ์ไชย_M2_U2,4,นายวิระศักดิ์ สายทอง,0
KK10_CONST_โคกโพธิ์ไชย_โพธิ์ไชย_M2_U2,5,นายพชรกร อรรณนพพร,222
KK10_CONST_โคกโพธิ์ไชย_โพธิ์ไชย_M2_U2,6,นายประยูร เทียมทะนง,0
KK10_CONST_โคกโพธิ์ไชย_โพธิ์ไชย_M3_U3,1,นายวันนิวัติ สมบูรณ์,136
KK10_CONST_โคกโพธิ์ไชย_โพธิ์ไชย_M3_U3,2,ร.ต.ท.สงวน คมขาว,2
KK10_CONST_โคกโพธิ์ไชย_โพธิ์ไชย_M3_U3,3,นายนิวัตร สระพรม,41
KK10_CONST_โคกโพธิ์ไชย_โพธิ์ไชย_M3_U3,4,นายวิระศักดิ์ สายทอง,2
KK10_CONST_โคกโพธิ์ไชย_โพธิ์ไชย_M3_U3,5,นายพชรกร อรรณนพพร,274
KK10_CONST_โคกโพธิ์ไชย_โพธิ์ไชย_M3_U3,6,นายประยูร เทียมทะนง,2
KK10_CONST_โคกโพธิ์ไชย_โพธิ์ไชย_M4_U4,1,นายวันนิวัติ สมบูรณ์,160
KK10_CONST_โคกโพธิ์ไชย_โพธิ์ไชย_M4_U4,2,ร.ต.ท.สงวน คมขาว,0
KK10_CONST_โคกโพธิ์ไชย_โพธิ์ไชย_M4_U4,3,นายนิวัตร สระพรม,36
KK10_CONST_โคกโพธิ์ไชย_โพธิ์ไชย_M4_U4,4,นายวิระศักดิ์ สายทอง,1
KK10_CONST_โคกโพธิ์ไชย_โพธิ์ไชย_M4_U4,5,นายพชรกร อรรณนพพร,138
KK10_CONST_โคกโพธิ์ไชย_โพธิ์ไชย_M4_U4,6,นายประยูร เทียมทะนง,2
KK10_CONST_โคกโพธิ์ไชย_โพธิ์ไชย_M5_U5,1,นายวันนิวัติ สมบูรณ์,190
KK10_CONST_โคกโพธิ์ไชย_โพธิ์ไชย_M5_U5,2,ร.ต.ท.สงวน คมขาว,0
KK10_CONST_โคกโพธิ์ไชย_โพธิ์ไชย_M5_U5,3,นายนิวัตร สระพรม,40
KK10_CONST_โคกโพธิ์ไชย_โพธิ์ไชย_M5_U5,4,นายวิระศักดิ์ สายทอง,3
KK10_CONST_โคกโพธิ์ไชย_โพธิ์ไชย_M5_U5,5,นายพชรกร อรรณนพพร,126
KK10_CONST_โคกโพธิ์ไชย_โพธิ์ไชย_M5_U5,6,นายประยูร เทียมทะนง,0
KK10_CONST_โคกโพธิ์ไชย_โพธิ์ไชย_M6_U6,1,นายวันนิวัติ สมบูรณ์,69
KK10_CONST_โคกโพธิ์ไชย_โพธิ์ไชย_M6_U6,2,ร.ต.ท.สงวน คมขาว,1
KK10_CONST_โคกโพธิ์ไชย_โพธิ์ไชย_M6_U6,3,นายนิวัตร สระพรม,33
KK10_CONST_โคกโพธิ์ไชย_โพธิ์ไชย_M6_U6,4,นายวิระศักดิ์ สายทอง,2
KK10_CONST_โคกโพธิ์ไชย_โพธิ์ไชย_M6_U6,5,นายพชรกร อรรณนพพร,111
KK10_CONST_โคกโพธิ์ไชย_โพธิ์ไชย_M6_U6,6,นายประยูร เทียมทะนง,4
KK10_CONST_โคกโพธิ์ไชย_โพธิ์ไชย_M7_U7,1,นายวันนิวัติ สมบูรณ์,121
KK10_CONST_โคกโพธิ์ไชย_โพธิ์ไชย_M7_U7,2,ร.ต.ท.สงวน คมขาว,9
KK10_CONST_โคกโพธิ์ไชย_โพธิ์ไชย_M7_U7,3,นายนิวัตร สระพรม,55
KK10_CONST_โคกโพธิ์ไชย_โพธิ์ไชย_M7_U7,4,นายวิระศักดิ์ สายทอง,4
KK10_CONST_โคกโพธิ์ไชย_โพธิ์ไชย_M7_U7,5,นายพชรกร อรรณนพพร,155
KK10_CONST_โคกโพธิ์ไชย_โพธิ์ไชย_M7_U7,6,นายประยูร เทียมทะนง,3
KK10_CONST_โคกโพธิ์ไชย_โพธิ์ไชย_M8_U8,1,นายวันนิวัติ สมบูรณ์,91
KK10_CONST_โคกโพธิ์ไชย_โพธิ์ไชย_M8_U8,2,ร.ต.ท.สงวน คมขาว,0
KK10_CONST_โคกโพธิ์ไชย_โพธิ์ไชย_M8_U8,3,นายนิวัตร สระพรม,28
KK10_CONST_โคกโพธิ์ไชย_โพธิ์ไชย_M8_U8,4,นายวิระศักดิ์ สายทอง,2
KK10_CONST_โคกโพธิ์ไชย_โพธิ์ไชย_M8_U8,5,นายพชรกร อรรณนพพร,93
KK10_CONST_โคกโพธิ์ไชย_โพธิ์ไชย_M8_U8,6,นายประยูร เทียมทะนง,1
KK10_CONST_โคกโพธิ์ไชย_โพธิ์ไชย_M9_U9,1,นายวันนิวัติ สมบูรณ์,80
KK10_CONST_โคกโพธิ์ไชย_โพธิ์ไชย_M9_U9,2,ร.ต.ท.สงวน คมขาว,3
KK10_CONST_โคกโพธิ์ไชย_โพธิ์ไชย_M9_U9,3,นายนิวัตร สระพรม,39
KK10_CONST_โคกโพธิ์ไชย_โพธิ์ไชย_M9_U9,4,นายวิระศักดิ์ สายทอง,0
KK10_CONST_โคกโพธิ์ไชย_โพธิ์ไชย_M9_U9,5,นายพชรกร อรรณนพพร,143
KK10_CONST_โคกโพธิ์ไชย_โพธิ์ไชย_M9_U9,6,นายประยูร เทียมทะนง,1
KK10_CONST_เปือยน้อย_ขามป้อม_M10_U10,1,นายวันนิวัติ สมบูรณ์,41
KK10_CONST_เปือยน้อย_ขามป้อม_M10_U10,2,ร.ต.ท.สงวน คมขาว,2
KK10_CONST_เปือยน้อย_ขามป้อม_M10_U10,3,นายนิวัตร สระพรม,21
KK10_CONST_เปือยน้อย_ขามป้อม_M10_U10,4,นายวิระศักดิ์ สายทอง,0
KK10_CONST_เปือยน้อย_ขามป้อม_M10_U10,5,นายพชรกร อรรณนพพร,68
KK10_CONST_เปือยน้อย_ขามป้อม_M10_U10,6,นายประยูร เทียมทะนง,1
KK10_CONST_เปือยน้อย_ขามป้อม_M1_U1,1,นายวันนิวัติ สมบูรณ์,107
KK10_CONST_เปือยน้อย_ขามป้อม_M1_U1,2,ร.ต.ท.สงวน คมขาว,1
KK10_CONST_เปือยน้อย_ขามป้อม_M1_U1,3,นายนิวัตร สระพรม,34
KK10_CONST_เปือยน้อย_ขามป้อม_M1_U1,4,นายวิระศักดิ์ สายทอง,0
KK10_CONST_เปือยน้อย_ขามป้อม_M1_U1,5,นายพชรกร อรรณนพพร,132
KK10_CONST_เปือยน้อย_ขามป้อม_M1_U1,6,นายประยูร เทียมทะนง,0
KK10_CONST_เปือยน้อย_ขามป้อม_M2_U2,1,นายวันนิวัติ สมบูรณ์,140
KK10_CONST_เปือยน้อย_ขามป้อม_M2_U2,2,ร.ต.ท.สงวน คมขาว,6
KK10_CONST_เปือยน้อย_ขามป้อม_M2_U2,3,นายนิวัตร สระพรม,24
KK10_CONST_เปือยน้อย_ขามป้อม_M2_U2,4,นายวิระศักดิ์ สายทอง,1
KK10_CONST_เปือยน้อย_ขามป้อม_M2_U2,5,นายพชรกร อรรณนพพร,128
KK10_CONST_เปือยน้อย_ขามป้อม_M2_U2,6,นายประยูร เทียมทะนง,1
KK10_CONST_เปือยน้อย_ขามป้อม_M3_U3,1,นายวันนิวัติ สมบูรณ์,112
KK10_CONST_เปือยน้อย_ขามป้อม_M3_U3,2,ร.ต.ท.สงวน คมขาว,1
KK10_CONST_เปือยน้อย_ขามป้อม_M3_U3,3,นายนิวัตร สระพรม,13
KK10_CONST_เปือยน้อย_ขามป้อม_M3_U3,4,นายวิระศักดิ์ สายทอง,0
KK10_CONST_เปือยน้อย_ขามป้อม_M3_U3,5,นายพชรกร อรรณนพพร,123
KK10_CONST_เปือยน้อย_ขามป้อม_M3_U3,6,นายประยูร เทียมทะนง,0
KK10_CONST_เปือยน้อย_ขามป้อม_M4_U4,1,นายวันนิวัติ สมบูรณ์,122
KK10_CONST_เปือยน้อย_ขามป้อม_M4_U4,2,ร.ต.ท.สงวน คมขาว,2
KK10_CONST_เปือยน้อย_ขามป้อม_M4_U4,3,นายนิวัตร สระพรม,50
KK10_CONST_เปือยน้อย_ขามป้อม_M4_U4,4,นายวิระศักดิ์ สายทอง,0
KK10_CONST_เปือยน้อย_ขามป้อม_M4_U4,5,นายพชรกร อรรณนพพร,242
KK10_CONST_เปือยน้อย_ขามป้อม_M4_U4,6,นายประยูร เทียมทะนง,2
KK10_CONST_เปือยน้อย_ขามป้อม_M5_U5,1,นายวันนิวัติ สมบูรณ์,68
KK10_CONST_เปือยน้อย_ขามป้อม_M5_U5,2,ร.ต.ท.สงวน คมขาว,2
KK10_CONST_เปือยน้อย_ขามป้อม_M5_U5,3,นายนิวัตร สระพรม,21
KK10_CONST_เปือยน้อย_ขามป้อม_M5_U5,4,นายวิระศักดิ์ สายทอง,0
KK10_CONST_เปือยน้อย_ขามป้อม_M5_U5,5,นายพชรกร อรรณนพพร,134
KK10_CONST_เปือยน้อย_ขามป้อม_M5_U5,6,นายประยูร เทียมทะนง,1
KK10_CONST_เปือยน้อย_ขามป้อม_M6_U6,1,นายวันนิวัติ สมบูรณ์,129
KK10_CONST_เปือยน้อย_ขามป้อม_M6_U6,2,ร.ต.ท.สงวน คมขาว,3
KK10_CONST_เปือยน้อย_ขามป้อม_M6_U6,3,นายนิวัตร สระพรม,37
KK10_CONST_เปือยน้อย_ขามป้อม_M6_U6,4,นายวิระศักดิ์ สายทอง,3
KK10_CONST_เปือยน้อย_ขามป้อม_M6_U6,5,นายพชรกร อรรณนพพร,137
KK10_CONST_เปือยน้อย_ขามป้อม_M6_U6,6,นายประยูร เทียมทะนง,2
KK10_CONST_เปือยน้อย_ขามป้อม_M7_U7,1,นายวันนิวัติ สมบูรณ์,79
KK10_CONST_เปือยน้อย_ขามป้อม_M7_U7,2,ร.ต.ท.สงวน คมขาว,1
KK10_CONST_เปือยน้อย_ขามป้อม_M7_U7,3,นายนิวัตร สระพรม,29
KK10_CONST_เปือยน้อย_ขามป้อม_M7_U7,4,นายวิระศักดิ์ สายทอง,3
KK10_CONST_เปือยน้อย_ขามป้อม_M7_U7,5,นายพชรกร อรรณนพพร,146
KK10_CONST_เปือยน้อย_ขามป้อม_M7_U7,6,นายประยูร เทียมทะนง,2
KK10_CONST_เปือยน้อย_ขามป้อม_M8_U8,1,นายวันนิวัติ สมบูรณ์,55
KK10_CONST_เปือยน้อย_ขามป้อม_M8_U8,2,ร.ต.ท.สงวน คมขาว,1
KK10_CONST_เปือยน้อย_ขามป้อม_M8_U8,3,นายนิวัตร สระพรม,6
KK10_CONST_เปือยน้อย_ขามป้อม_M8_U8,4,นายวิระศักดิ์ สายทอง,1
KK10_CONST_เปือยน้อย_ขามป้อม_M8_U8,5,นายพชรกร อรรณนพพร,47
KK10_CONST_เปือยน้อย_ขามป้อม_M8_U8,6,นายประยูร เทียมทะนง,1
KK10_CONST_เปือยน้อย_ขามป้อม_M9_U9,1,นายวันนิวัติ สมบูรณ์,79
KK10_CONST_เปือยน้อย_ขามป้อม_M9_U9,2,ร.ต.ท.สงวน คมขาว,1
KK10_CONST_เปือยน้อย_ขามป้อม_M9_U9,3,นายนิวัตร สระพรม,10
KK10_CONST_เปือยน้อย_ขามป้อม_M9_U9,4,นายวิระศักดิ์ สายทอง,2
KK10_CONST_เปือยน้อย_ขามป้อม_M9_U9,5,นายพชรกร อรรณนพพร,120
KK10_CONST_เปือยน้อย_ขามป้อม_M9_U9,6,นายประยูร เทียมทะนง,1
KK10_CONST_เปือยน้อย_วังม่วง_M1_U1,1,นายวันนิวัติ สมบูรณ์,142
KK10_CONST_เปือยน้อย_วังม่วง_M1_U1,2,ร.ต.ท.สงวน คมขาว,3
KK10_CONST_เปือยน้อย_วังม่วง_M1_U1,3,นายนิวัตร สระพรม,48
KK10_CONST_เปือยน้อย_วังม่วง_M1_U1,4,นายวิระศักดิ์ สายทอง,3
KK10_CONST_เปือยน้อย_วังม่วง_M1_U1,5,นายพชรกร อรรณนพพร,298
KK10_CONST_เปือยน้อย_วังม่วง_M1_U1,6,นายประยูร เทียมทะนง,0
KK10_CONST_เปือยน้อย_วังม่วง_M2_U2,1,นายวันนิวัติ สมบูรณ์,192
KK10_CONST_เปือยน้อย_วังม่วง_M2_U2,2,ร.ต.ท.สงวน คมขาว,2
KK10_CONST_เปือยน้อย_วังม่วง_M2_U2,3,นายนิวัตร สระพรม,55
KK10_CONST_เปือยน้อย_วังม่วง_M2_U2,4,นายวิระศักดิ์ สายทอง,4
KK10_CONST_เปือยน้อย_วังม่วง_M2_U2,5,นายพชรกร อรรณนพพร,267
KK10_CONST_เปือยน้อย_วังม่วง_M2_U2,6,นายประยูร เทียมทะนง,2
KK10_CONST_เปือยน้อย_วังม่วง_M3_U3,1,นายวันนิวัติ สมบูรณ์,113
KK10_CONST_เปือยน้อย_วังม่วง_M3_U3,2,ร.ต.ท.สงวน คมขาว,0
KK10_CONST_เปือยน้อย_วังม่วง_M3_U3,3,นายนิวัตร สระพรม,88
KK10_CONST_เปือยน้อย_วังม่วง_M3_U3,4,นายวิระศักดิ์ สายทอง,0
KK10_CONST_เปือยน้อย_วังม่วง_M3_U3,5,นายพชรกร อรรณนพพร,137
KK10_CONST_เปือยน้อย_วังม่วง_M3_U3,6,นายประยูร เทียมทะนง,0
KK10_CONST_เปือยน้อย_วังม่วง_M4_U4,1,นายวันนิวัติ สมบูรณ์,133
KK10_CONST_เปือยน้อย_วังม่วง_M4_U4,2,ร.ต.ท.สงวน คมขาว,3
KK10_CONST_เปือยน้อย_วังม่วง_M4_U4,3,นายนิวัตร สระพรม,55
KK10_CONST_เปือยน้อย_วังม่วง_M4_U4,4,นายวิระศักดิ์ สายทอง,1
KK10_CONST_เปือยน้อย_วังม่วง_M4_U4,5,นายพชรกร อรรณนพพร,260
KK10_CONST_เปือยน้อย_วังม่วง_M4_U4,6,นายประยูร เทียมทะนง,1
KK10_CONST_เปือยน้อย_วังม่วง_M5_U5,1,นายวันนิวัติ สมบูรณ์,89
KK10_CONST_เปือยน้อย_วังม่วง_M5_U5,2,ร.ต.ท.สงวน คมขาว,1
KK10_CONST_เปือยน้อย_วังม่วง_M5_U5,3,นายนิวัตร สระพรม,8
KK10_CONST_เปือยน้อย_วังม่วง_M5_U5,4,นายวิระศักดิ์ สายทอง,0
KK10_CONST_เปือยน้อย_วังม่วง_M5_U5,5,นายพชรกร อรรณนพพร,89
KK10_CONST_เปือยน้อย_วังม่วง_M5_U5,6,นายประยูร เทียมทะนง,1
KK10_CONST_เปือยน้อย_วังม่วง_M6_U6,1,นายวันนิวัติ สมบูรณ์,153
KK10_CONST_เปือยน้อย_วังม่วง_M6_U6,2,ร.ต.ท.สงวน คมขาว,0
KK10_CONST_เปือยน้อย_วังม่วง_M6_U6,3,นายนิวัตร สระพรม,55
KK10_CONST_เปือยน้อย_วังม่วง_M6_U6,4,นายวิระศักดิ์ สายทอง,0
KK10_CONST_เปือยน้อย_วังม่วง_M6_U6,5,นายพชรกร อรรณนพพร,97
KK10_CONST_เปือยน้อย_วังม่วง_M6_U6,6,นายประยูร เทียมทะนง,0
KK10_CONST_เปือยน้อย_วังม่วง_M7_U7,1,นายวันนิวัติ สมบูรณ์,195
KK10_CONST_เปือยน้อย_วังม่วง_M7_U7,2,ร.ต.ท.สงวน คมขาว,4
KK10_CONST_เปือยน้อย_วังม่วง_M7_U7,3,นายนิวัตร สระพรม,94
KK10_CONST_เปือยน้อย_วังม่วง_M7_U7,4,นายวิระศักดิ์ สายทอง,1
KK10_CONST_เปือยน้อย_วังม่วง_M7_U7,5,นายพชรกร อรรณนพพร,324
KK10_CONST_เปือยน้อย_วังม่วง_M7_U7,6,นายประยูร เทียมทะนง,0
KK10_CONST_เปือยน้อย_วังม่วง_M8_U8,1,นายวันนิวัติ สมบูรณ์,140
KK10_CONST_เปือยน้อย_วังม่วง_M8_U8,2,ร.ต.ท.สงวน คมขาว,3
KK10_CONST_เปือยน้อย_วังม่วง_M8_U8,3,นายนิวัตร สระพรม,38
KK10_CONST_เปือยน้อย_วังม่วง_M8_U8,4,นายวิระศักดิ์ สายทอง,0
KK10_CONST_เปือยน้อย_วังม่วง_M8_U8,5,นายพชรกร อรรณนพพร,107
KK10_CONST_เปือยน้อย_วังม่วง_M8_U8,6,นายประยูร เทียมทะนง,0
KK10_CONST_เปือยน้อย_สระแก้ว_M1_U1,1,นายวันนิวัติ สมบูรณ์,135
KK10_CONST_เปือยน้อย_สระแก้ว_M1_U1,2,ร.ต.ท.สงวน คมขาว,1
KK10_CONST_เปือยน้อย_สระแก้ว_M1_U1,3,นายนิวัตร สระพรม,17
KK10_CONST_เปือยน้อย_สระแก้ว_M1_U1,4,นายวิระศักดิ์ สายทอง,3
KK10_CONST_เปือยน้อย_สระแก้ว_M1_U1,5,นายพชรกร อรรณนพพร,139
KK10_CONST_เปือยน้อย_สระแก้ว_M1_U1,6,นายประยูร เทียมทะนง,0
KK10_CONST_เปือยน้อย_สระแก้ว_M2_U2,1,นายวันนิวัติ สมบูรณ์,170
KK10_CONST_เปือยน้อย_สระแก้ว_M2_U2,2,ร.ต.ท.สงวน คมขาว,2
KK10_CONST_เปือยน้อย_สระแก้ว_M2_U2,3,นายนิวัตร สระพรม,32
KK10_CONST_เปือยน้อย_สระแก้ว_M2_U2,4,นายวิระศักดิ์ สายทอง,2
KK10_CONST_เปือยน้อย_สระแก้ว_M2_U2,5,นายพชรกร อรรณนพพร,114
KK10_CONST_เปือยน้อย_สระแก้ว_M2_U2,6,นายประยูร เทียมทะนง,1
KK10_CONST_เปือยน้อย_สระแก้ว_M3_U3,1,นายวันนิวัติ สมบูรณ์,54
KK10_CONST_เปือยน้อย_สระแก้ว_M3_U3,2,ร.ต.ท.สงวน คมขาว,0
KK10_CONST_เปือยน้อย_สระแก้ว_M3_U3,3,นายนิวัตร สระพรม,9
KK10_CONST_เปือยน้อย_สระแก้ว_M3_U3,4,นายวิระศักดิ์ สายทอง,2
KK10_CONST_เปือยน้อย_สระแก้ว_M3_U3,5,นายพชรกร อรรณนพพร,64
KK10_CONST_เปือยน้อย_สระแก้ว_M3_U3,6,นายประยูร เทียมทะนง,0
KK10_CONST_เปือยน้อย_สระแก้ว_M5_U5,1,นายวันนิวัติ สมบูรณ์,43
KK10_CONST_เปือยน้อย_สระแก้ว_M5_U5,2,ร.ต.ท.สงวน คมขาว,0
KK10_CONST_เปือยน้อย_สระแก้ว_M5_U5,3,นายนิวัตร สระพรม,15
KK10_CONST_เปือยน้อย_สระแก้ว_M5_U5,4,นายวิระศักดิ์ สายทอง,0
KK10_CONST_เปือยน้อย_สระแก้ว_M5_U5,5,นายพชรกร อรรณนพพร,132
KK10_CONST_เปือยน้อย_สระแก้ว_M5_U5,6,นายประยูร เทียมทะนง,0
KK10_CONST_เปือยน้อย_สระแก้ว_M6_U6,1,นายวันนิวัติ สมบูรณ์,61
KK10_CONST_เปือยน้อย_สระแก้ว_M6_U6,2,ร.ต.ท.สงวน คมขาว,0
KK10_CONST_เปือยน้อย_สระแก้ว_M6_U6,3,นายนิวัตร สระพรม,18
KK10_CONST_เปือยน้อย_สระแก้ว_M6_U6,4,นายวิระศักดิ์ สายทอง,0
KK10_CONST_เปือยน้อย_สระแก้ว_M6_U6,5,นายพชรกร อรรณนพพร,103
KK10_CONST_เปือยน้อย_สระแก้ว_M6_U6,6,นายประยูร เทียมทะนง,0
KK10_CONST_เปือยน้อย_สระแก้ว_M7_U7,1,นายวันนิวัติ สมบูรณ์,235
KK10_CONST_เปือยน้อย_สระแก้ว_M7_U7,2,ร.ต.ท.สงวน คมขาว,3
KK10_CONST_เปือยน้อย_สระแก้ว_M7_U7,3,นายนิวัตร สระพรม,27
KK10_CONST_เปือยน้อย_สระแก้ว_M7_U7,4,นายวิระศักดิ์ สายทอง,2
KK10_CONST_เปือยน้อย_สระแก้ว_M7_U7,5,นายพชรกร อรรณนพพร,241
KK10_CONST_เปือยน้อย_สระแก้ว_M7_U7,6,นายประยูร เทียมทะนง,4
KK10_CONST_เปือยน้อย_สระแก้ว_M4_U9,1,นายวันนิวัติ สมบูรณ์,101
KK10_CONST_เปือยน้อย_สระแก้ว_M4_U9,2,ร.ต.ท.สงวน คมขาว,1
KK10_CONST_เปือยน้อย_สระแก้ว_M4_U9,3,นายนิวัตร สระพรม,12
KK10_CONST_เปือยน้อย_สระแก้ว_M4_U9,4,นายวิระศักดิ์ สายทอง,0
KK10_CONST_เปือยน้อย_สระแก้ว_M4_U9,5,นายพชรกร อรรณนพพร,78
KK10_CONST_เปือยน้อย_สระแก้ว_M4_U9,6,นายประยูร เทียมทะนง,0
KK10_CONST_เปือยน้อย_เปือยน้อย_M1_U1,1,นายวันนิวัติ สมบูรณ์,184
KK10_CONST_เปือยน้อย_เปือยน้อย_M1_U1,2,ร.ต.ท.สงวน คมขาว,2
KK10_CONST_เปือยน้อย_เปือยน้อย_M1_U1,3,นายนิวัตร สระพรม,54
KK10_CONST_เปือยน้อย_เปือยน้อย_M1_U1,4,นายวิระศักดิ์ สายทอง,3
KK10_CONST_เปือยน้อย_เปือยน้อย_M1_U1,5,นายพชรกร อรรณนพพร,194
KK10_CONST_เปือยน้อย_เปือยน้อย_M1_U1,6,นายประยูร เทียมทะนง,0
KK10_CONST_เปือยน้อย_เปือยน้อย_M2_U2,1,นายวันนิวัติ สมบูรณ์,160
KK10_CONST_เปือยน้อย_เปือยน้อย_M2_U2,2,ร.ต.ท.สงวน คมขาว,1
KK10_CONST_เปือยน้อย_เปือยน้อย_M2_U2,3,นายนิวัตร สระพรม,25
KK10_CONST_เปือยน้อย_เปือยน้อย_M2_U2,4,นายวิระศักดิ์ สายทอง,1
KK10_CONST_เปือยน้อย_เปือยน้อย_M2_U2,5,นายพชรกร อรรณนพพร,70
KK10_CONST_เปือยน้อย_เปือยน้อย_M2_U2,6,นายประยูร เทียมทะนง,1
KK10_CONST_เปือยน้อย_เปือยน้อย_M3_U3,1,นายวันนิวัติ สมบูรณ์,127
KK10_CONST_เปือยน้อย_เปือยน้อย_M3_U3,2,ร.ต.ท.สงวน คมขาว,2
KK10_CONST_เปือยน้อย_เปือยน้อย_M3_U3,3,นายนิวัตร สระพรม,36
KK10_CONST_เปือยน้อย_เปือยน้อย_M3_U3,4,นายวิระศักดิ์ สายทอง,0
KK10_CONST_เปือยน้อย_เปือยน้อย_M3_U3,5,นายพชรกร อรรณนพพร,233
KK10_CONST_เปือยน้อย_เปือยน้อย_M3_U3,6,นายประยูร เทียมทะนง,1
KK10_CONST_เปือยน้อย_เปือยน้อย_M4_U4,1,นายวันนิวัติ สมบูรณ์,137
KK10_CONST_เปือยน้อย_เปือยน้อย_M4_U4,2,ร.ต.ท.สงวน คมขาว,1
KK10_CONST_เปือยน้อย_เปือยน้อย_M4_U4,3,นายนิวัตร สระพรม,23
KK10_CONST_เปือยน้อย_เปือยน้อย_M4_U4,4,นายวิระศักดิ์ สายทอง,2
KK10_CONST_เปือยน้อย_เปือยน้อย_M4_U4,5,นายพชรกร อรรณนพพร,184
KK10_CONST_เปือยน้อย_เปือยน้อย_M4_U4,6,นายประยูร เทียมทะนง,2
KK10_CONST_เปือยน้อย_เปือยน้อย_M5_U5,1,นายวันนิวัติ สมบูรณ์,94
KK10_CONST_เปือยน้อย_เปือยน้อย_M5_U5,2,ร.ต.ท.สงวน คมขาว,0
KK10_CONST_เปือยน้อย_เปือยน้อย_M5_U5,3,นายนิวัตร สระพรม,12
KK10_CONST_เปือยน้อย_เปือยน้อย_M5_U5,4,นายวิระศักดิ์ สายทอง,1
KK10_CONST_เปือยน้อย_เปือยน้อย_M5_U5,5,นายพชรกร อรรณนพพร,43
KK10_CONST_เปือยน้อย_เปือยน้อย_M5_U5,6,นายประยูร เทียมทะนง,0
KK10_CONST_เปือยน้อย_เปือยน้อย_M0_U6,1,นายวันนิวัติ สมบูรณ์,45
KK10_CONST_เปือยน้อย_เปือยน้อย_M0_U6,2,ร.ต.ท.สงวน คมขาว,0
KK10_CONST_เปือยน้อย_เปือยน้อย_M0_U6,3,นายนิวัตร สระพรม,5
KK10_CONST_เปือยน้อย_เปือยน้อย_M0_U6,4,นายวิระศักดิ์ สายทอง,0
KK10_CONST_เปือยน้อย_เปือยน้อย_M0_U6,5,นายพชรกร อรรณนพพร,102
KK10_CONST_เปือยน้อย_เปือยน้อย_M0_U6,6,นายประยูร เทียมทะนง,0
KK10_CONST_เปือยน้อย_เปือยน้อย_M7_U7,1,นายวันนิวัติ สมบูรณ์,159
KK10_CONST_เปือยน้อย_เปือยน้อย_M7_U7,2,ร.ต.ท.สงวน คมขาว,2
KK10_CONST_เปือยน้อย_เปือยน้อย_M7_U7,3,นายนิวัตร สระพรม,49
KK10_CONST_เปือยน้อย_เปือยน้อย_M7_U7,4,นายวิระศักดิ์ สายทอง,3
KK10_CONST_เปือยน้อย_เปือยน้อย_M7_U7,5,นายพชรกร อรรณนพพร,125
KK10_CONST_เปือยน้อย_เปือยน้อย_M7_U7,6,นายประยูร เทียมทะนง,6
KK10_CONST_หนองสองห้อง_คึมชาด_M10_U10,1,นายวันนิวัติ สมบูรณ์,86
KK10_CONST_หนองสองห้อง_คึมชาด_M10_U10,2,ร.ต.ท.สงวน คมขาว,2
KK10_CONST_หนองสองห้อง_คึมชาด_M10_U10,3,นายนิวัตร สระพรม,23
KK10_CONST_หนองสองห้อง_คึมชาด_M10_U10,4,นายวิระศักดิ์ สายทอง,0
KK10_CONST_หนองสองห้อง_คึมชาด_M10_U10,5,นายพชรกร อรรณนพพร,113
KK10_CONST_หนองสองห้อง_คึมชาด_M10_U10,6,นายประยูร เทียมทะนง,1
KK10_CONST_หนองสองห้อง_คึมชาด_M1_U1,1,นายวันนิวัติ สมบูรณ์,109
KK10_CONST_หนองสองห้อง_คึมชาด_M1_U1,2,ร.ต.ท.สงวน คมขาว,4
KK10_CONST_หนองสองห้อง_คึมชาด_M1_U1,3,นายนิวัตร สระพรม,9
KK10_CONST_หนองสองห้อง_คึมชาด_M1_U1,4,นายวิระศักดิ์ สายทอง,1
KK10_CONST_หนองสองห้อง_คึมชาด_M1_U1,5,นายพชรกร อรรณนพพร,100
KK10_CONST_หนองสองห้อง_คึมชาด_M1_U1,6,นายประยูร เทียมทะนง,1
KK10_CONST_หนองสองห้อง_คึมชาด_M2_U2,1,นายวันนิวัติ สมบูรณ์,93
KK10_CONST_หนองสองห้อง_คึมชาด_M2_U2,2,ร.ต.ท.สงวน คมขาว,2
KK10_CONST_หนองสองห้อง_คึมชาด_M2_U2,3,นายนิวัตร สระพรม,31
KK10_CONST_หนองสองห้อง_คึมชาด_M2_U2,4,นายวิระศักดิ์ สายทอง,0
KK10_CONST_หนองสองห้อง_คึมชาด_M2_U2,5,นายพชรกร อรรณนพพร,135
KK10_CONST_หนองสองห้อง_คึมชาด_M2_U2,6,นายประยูร เทียมทะนง,0
KK10_CONST_หนองสองห้อง_คึมชาด_M3_U3,1,นายวันนิวัติ สมบูรณ์,121
KK10_CONST_หนองสองห้อง_คึมชาด_M3_U3,2,ร.ต.ท.สงวน คมขาว,2
KK10_CONST_หนองสองห้อง_คึมชาด_M3_U3,3,นายนิวัตร สระพรม,27
