Unit_ID,District,Subdistrict,Village_No,Unit_No,Latitude,Longitude,Eligible_Voters,Voters_Showed_Up,Allocated_Ballots,Used_Ballots,Valid_Ballots,Invalid_Ballots,No_Vote_Ballots,Remaining_Ballots
KK10_หนองสองห้อง_ดงเค็ง_M1_U9,หนองสองห้อง,ดงเค็ง,1,9,15.7667,102.825,269,165.0,280.0,165.0,157.0,8.0,0.0,115.0
KK10_หนองสองห้อง_ดอนดั่ง_M10_U10,หนองสองห้อง,ดอนดั่ง,10,10,15.7333,102.875,98,76.0,100.0,76.0,74.0,0.0,2.0,24.0
KK10_หนองสองห้อง_ดอนดั่ง_M1_U1,หนองสองห้อง,ดอนดั่ง,1,1,15.7333,102.875,407,196.0,196.0,196.0,182.0,12.0,2.0,184.0
KK10_หนองสองห้อง_ดอนดั่ง_M2_U2,หนองสองห้อง,ดอนดั่ง,2,2,15.7333,102.875,478,282.0,460.0,282.0,269.0,12.0,1.0,178.0
KK10_หนองสองห้อง_ดอนดั่ง_M3_U3,หนองสองห้อง,ดอนดั่ง,3,3,15.7333,102.875,315,160.0,300.0,160.0,151.0,9.0,0.0,140.0
KK10_หนองสองห้อง_ดอนดั่ง_M4_U4,หนองสองห้อง,ดอนดั่ง,4,4,15.7333,102.875,624,398.0,620.0,398.0,353.0,42.0,3.0,222.0
KK10_หนองสองห้อง_ดอนดั่ง_M5_U5,หนองสองห้อง,ดอนดั่ง,5,5,15.7333,102.875,258,187.0,260.0,187.0,174.0,9.0,4.0,73.0
KK10_หนองสองห้อง_ดอนดั่ง_M6_U6,หนองสองห้อง,ดอนดั่ง,6,6,15.7333,102.875,325,203.0,320.0,203.0,190.0,11.0,2.0,117.0
KK10_หนองสองห้อง_ดอนดั่ง_M7_U7,หนองสองห้อง,ดอนดั่ง,7,7,15.7333,102.875,483,296.0,460.0,296.0,269.0,23.0,4.0,164.0
KK10_หนองสองห้อง_ดอนดั่ง_M8_U8,หนองสองห้อง,ดอนดั่ง,8,8,15.7333,102.875,344,208.0,360.0,208.0,198.0,10.0,0.0,152.0
KK10_หนองสองห้อง_ดอนดั่ง_M9_U9,หนองสองห้อง,ดอนดั่ง,9,9,15.7333,102.875,277,170.0,280.0,170.0,158.0,12.0,0.0,110.0
KK10_หนองสองห้อง_ดอนดู่_M10_U10,หนองสองห้อง,ดอนดู่,10,10,15.8167,102.8583,212,118.0,117.0,1.0,117.0,1.0,0.0,82.0
KK10_หนองสองห้อง_ดอนดู่_M11_U11,หนองสองห้อง,ดอนดู่,11,11,15.8167,102.8583,263,148.0,260.0,148.0,136.0,12.0,0.0,112.0
KK10_หนองสองห้อง_ดอนดู่_M12_U12,หนองสองห้อง,ดอนดู่,12,12,15.8167,102.8583,456,267.0,440.0,267.0,248.0,19.0,0.0,173.0
KK10_หนองสองห้อง_ดอนดู่_M1_U1,หนองสองห้อง,ดอนดู่,1,1,15.8167,102.8583,798,437.0,760.0,437.0,417.0,18.0,2.0,323.0
KK10_หนองสองห้อง_ดอนดู่_M2_U2,หนองสองห้อง,ดอนดู่,2,2,15.8167,102.8583,843,472.0,820.0,472.0,453.0,15.0,4.0,348.0
KK10_หนองสองห้อง_ดอนดู่_M3_U3,หนองสองห้อง,ดอนดู่,3,3,15.8167,102.8583,717,358.0,680.0,358.0,336.0,20.0,2.0,322.0
KK10_หนองสองห้อง_ดอนดู่_M4_U4,หนองสองห้อง,ดอนดู่,4,4,15.8167,102.8583,637,398.0,620.0,398.0,375.0,16.0,7.0,222.0
KK10_หนองสองห้อง_ดอนดู่_M5_U5,หนองสองห้อง,ดอนดู่,5,5,15.8167,102.8583,431,260.0,410.0,260.0,244.0,15.0,1.0,150.0
KK10_หนองสองห้อง_ดอนดู่_M6_U6,หนองสองห้อง,ดอนดู่,6,6,15.8167,102.8583,759,438.0,740.0,438.0,415.0,20.0,3.0,302.0
KK10_หนองสองห้อง_ดอนดู่_M7_U7,หนองสองห้อง,ดอนดู่,7,7,15.8167,102.8583,375,209.0,380.0,209.0,201.0,0.0,0.0,171.0
KK10_หนองสองห้อง_ดอนดู่_M8_U8,หนองสองห้อง,ดอนดู่,8,8,15.8167,102.8583,574,345.0,560.0,345.0,333.0,12.0,0.0,215.0
KK10_หนองสองห้อง_ดอนดู่_M9_U9,หนองสองห้อง,ดอนดู่,9,9,15.8167,102.8583,717,348.0,680.0,348.0,311.0,27.0,10.0,332.0
KK10_หนองสองห้อง_ตะกั่วป่า_M10_U10,หนองสองห้อง,ตะกั่วป่า,10,10,15.7891,102.7833,164,114.0,160.0,114.0,113.0,1.0,0.0,46.0
KK10_หนองสองห้อง_ตะกั่วป่า_M1_U1,หนองสองห้อง,ตะกั่วป่า,1,1,15.7891,102.7833,672,398.0,640.0,398.0,387.0,9.0,2.0,242.0
KK10_หนองสองห้อง_ตะกั่วป่า_M2_U2,หนองสองห้อง,ตะกั่วป่า,2,2,15.7891,102.7833,367,214.0,214.0,214.0,202.0,12.0,0.0,146.0
KK10_หนองสองห้อง_ตะกั่วป่า_M3_U3,หนองสองห้อง,ตะกั่วป่า,3,3,15.7891,102.7833,746,433.0,433.0,433.0,409.0,16.0,8.0,267.0
KK10_หนองสองห้อง_ตะกั่วป่า_M4_U4,หนองสองห้อง,ตะกั่วป่า,4,4,15.7891,102.7833,189,134.0,134.0,134.0,126.0,8.0,0.0,46.0
KK10_หนองสองห้อง_ตะกั่วป่า_M5_U5,หนองสองห้อง,ตะกั่วป่า,5,5,15.7891,102.7833,824,534.0,800.0,534.0,475.0,51.0,8.0,266.0
KK10_หนองสองห้อง_ตะกั่วป่า_M6_U6,หนองสองห้อง,ตะกั่วป่า,6,6,15.7891,102.7833,493,291.0,291.0,291.0,278.0,13.0,0.0,159.0
KK10_หนองสองห้อง_ตะกั่วป่า_M7_U7,หนองสองห้อง,ตะกั่วป่า,7,7,15.7891,102.7833,437,259.0,520.0,259.0,245.0,14.0,0.0,261.0
KK10_หนองสองห้อง_ตะกั่วป่า_M8_U8,หนองสองห้อง,ตะกั่วป่า,8,8,15.7891,102.7833,634,391.0,620.0,391.0,361.0,25.0,5.0,229.0
KK10_หนองสองห้อง_ตะกั่วป่า_M9_U9,หนองสองห้อง,ตะกั่วป่า,9,9,15.7891,102.7833,203,143.0,220.0,143.0,135.0,7.0,1.0,77.0
KK10_หนองสองห้อง_วังหิน_M1_U1,หนองสองห้อง,วังหิน,1,1,15.6833,102.8417,413,293.0,400.0,293.0,269.0,21.0,3.0,107.0
KK10_หนองสองห้อง_วังหิน_M2_U2,หนองสองห้อง,วังหิน,2,2,15.6833,102.8417,534,369.0,520.0,369.0,339.0,12.0,18.0,151.0
KK10_หนองสองห้อง_วังหิน_M3_U3,หนองสองห้อง,วังหิน,3,3,15.6833,102.8417,545,420.0,600.0,420.0,405.0,15.0,0.0,180.0
KK10_หนองสองห้อง_วังหิน_M4_U4,หนองสองห้อง,วังหิน,4,4,15.6833,102.8417,417,238.0,400.0,238.0,226.0,10.0,2.0,162.0
KK10_หนองสองห้อง_วังหิน_M5_U5,หนองสองห้อง,วังหิน,5,5,15.6833,102.8417,445,285.0,440.0,285.0,261.0,12.0,12.0,155.0
KK10_หนองสองห้อง_วังหิน_M6_U6,หนองสองห้อง,วังหิน,6,6,15.6833,102.8417,622,445.0,600.0,445.0,424.0,14.0,7.0,155.0
KK10_หนองสองห้อง_วังหิน_M7_U7,หนองสองห้อง,วังหิน,7,7,15.6833,102.8417,472,315.0,440.0,315.0,296.0,17.0,2.0,125.0
KK10_หนองสองห้อง_วังหิน_M9_U8,หนองสองห้อง,วังหิน,9,8,15.6833,102.8417,279,172.0,300.0,172.0,162.0,10.0,0.0,128.0
KK10_หนองสองห้อง_สำโรง_M1_U1,หนองสองห้อง,สำโรง,1,1,15.7533,102.9412,608,378.0,580.0,378.0,351.0,23.0,4.0,202.0
KK10_หนองสองห้อง_สำโรง_M2_U2,หนองสองห้อง,สำโรง,2,2,15.7533,102.9412,544,304.0,520.0,304.0,285.0,18.0,1.0,216.0
KK10_หนองสองห้อง_สำโรง_M3_U3,หนองสองห้อง,สำโรง,3,3,15.7533,102.9412,521,303.0,540.0,303.0,282.0,9.0,12.0,237.0
KK10_หนองสองห้อง_สำโรง_M4_U4,หนองสองห้อง,สำโรง,4,4,15.7533,102.9412,285,177.0,280.0,177.0,161.0,15.0,1.0,103.0
KK10_หนองสองห้อง_สำโรง_M5_U5,หนองสองห้อง,สำโรง,5,5,15.7533,102.9412,411,262.0,400.0,262.0,251.0,4.0,7.0,138.0
KK10_หนองสองห้อง_สำโรง_M6_U6,หนองสองห้อง,สำโรง,6,6,15.7533,102.9412,551,342.0,520.0,342.0,324.0,18.0,0.0,178.0
KK10_หนองสองห้อง_สำโรง_M7_U7,หนองสองห้อง,สำโรง,7,7,15.7533,102.9412,592,339.0,580.0,339.0,317.0,16.0,6.0,241.0
KK10_หนองสองห้อง_สำโรง_M8_U8,หนองสองห้อง,สำโรง,8,8,15.7533,102.9412,614,404.0,600.0,404.0,377.0,19.0,8.0,196.0
KK10_หนองสองห้อง_สำโรง_M9_U9,หนองสองห้อง,สำโรง,9,9,15.7533,102.9412,417,229.0,420.0,229.0,213.0,11.0,5.0,191.0
KK10_หนองสองห้อง_หนองสองห้อง_M7_U10,หนองสองห้อง,หนองสองห้อง,7,10,15.7281,102.7917,360,181.0,340.0,181.0,169.0,11.0,1.0,159.0
KK10_หนองสองห้อง_หนองสองห้อง_M8_U11,หนองสองห้อง,หนองสองห้อง,8,11,15.7281,102.7917,854,448.0,800.0,448.0,418.0,26.0,4.0,352.0
KK10_หนองสองห้อง_หนองสองห้อง_M9_U12,หนองสองห้อง,หนองสองห้อง,9,12,15.7281,102.7917,356,200.0,340.0,200.0,182.0,15.0,3.0,140.0
KK10_หนองสองห้อง_หนองสองห้อง_M10_U13,หนองสองห้อง,หนองสองห้อง,10,13,15.7281,102.7917,351,210.0,340.0,210.0,198.0,12.0,0.0,130.0
KK10_หนองสองห้อง_หนองสองห้อง_M11_U14,หนองสองห้อง,หนองสองห้อง,11,14,15.7281,102.7917,439,257.0,420.0,257.0,246.0,8.0,3.0,163.0
KK10_หนองสองห้อง_หนองสองห้อง_M12_U15,หนองสองห้อง,หนองสองห้อง,12,15,15.7281,102.7917,491,283.0,460.0,283.0,263.0,15.0,5.0,177.0
KK10_หนองสองห้อง_หนองสองห้อง_M13_U16,หนองสองห้อง,หนองสองห้อง,13,16,15.7281,102.7917,366,164.0,164.0,164.0,151.0,10.0,3.0,196.0
KK10_หนองสองห้อง_หนองสองห้อง_M14_U17,หนองสองห้อง,หนองสองห้อง,14,17,15.7281,102.7917,351,201.0,340.0,201.0,185.0,16.0,0.0,139.0
KK10_หนองสองห้อง_หนองสองห้อง_M15_U18,หนองสองห้อง,หนองสองห้อง,15,18,15.7281,102.7917,86,45.0,100.0,45.0,41.0,4.0,0.0,55.0
KK10_หนองสองห้อง_หนองสองห้อง_M1_U1,หนองสองห้อง,หนองสองห้อง,1,1,15.7281,102.7917,711,463.0,680.0,463.0,430.0,24.0,9.0,217.0
KK10_หนองสองห้อง_หนองสองห้อง_M2_U2,หนองสองห้อง,หนองสองห้อง,2,2,15.7281,102.7917,699,492.0,660.0,492.0,451.0,31.0,10.0,168.0
KK10_หนองสองห้อง_หนองสองห้อง_M3_U3,หนองสองห้อง,หนองสองห้อง,3,3,15.7281,102.7917,711,472.0,660.0,472.0,450.0,14.0,8.0,188.0
KK10_หนองสองห้อง_หนองสองห้อง_M4_U4,หนองสองห้อง,หนองสองห้อง,4,4,15.7281,102.7917,475,309.0,460.0,309.0,287.0,14.0,8.0,151.0
KK10_หนองสองห้อง_หนองสองห้อง_M3_U5,หนองสองห้อง,หนองสองห้อง,3,5,15.7281,102.7917,711,472.0,660.0,472.0,450.0,14.0,8.0,188.0
KK10_หนองสองห้อง_หนองสองห้อง_M17_U6,หนองสองห้อง,หนองสองห้อง,17,6,15.7281,102.7917,700,438.0,680.0,438.0,407.0,27.0,4.0,242.0
KK10_หนองสองห้อง_หนองสองห้อง_M18_U7,หนองสองห้อง,หนองสองห้อง,18,7,15.7281,102.7917,900,645.0,920.0,645.0,570.0,68.0,7.0,275.0
KK10_หนองสองห้อง_หนองสองห้อง_M5_U8,หนองสองห้อง,หนองสองห้อง,5,8,15.7281,102.7917,416,225.0,400.0,225.0,208.0,17.0,0.0,175.0
KK10_หนองสองห้อง_หนองสองห้อง_M6_U9,หนองสองห้อง,หนองสองห้อง,6,9,15.7281,102.7917,714,411.0,680.0,411.0,379.0,30.0,2.0,269.0
KK10_หนองสองห้อง_หนองเม็ก_M8_U10,หนองสองห้อง,หนองเม็ก,8,10,15.7561,102.7302,669,431.0,640.0,431.0,398.0,30.0,3.0,209.0
KK10_หนองสองห้อง_หนองเม็ก_M9_U11,หนองสองห้อง,หนองเม็ก,9,11,15.7561,102.7302,276,217.0,280.0,217.0,208.0,3.0,6.0,63.0
KK10_หนองสองห้อง_หนองเม็ก_M10_U12,หนองสองห้อง,หนองเม็ก,10,12,15.7561,102.7302,381,236.0,360.0,236.0,228.0,8.0,0.0,124.0
KK10_หนองสองห้อง_หนองเม็ก_M11_U13,หนองสองห้อง,หนองเม็ก,11,13,15.7561,102.7302,294,159.0,280.0,159.0,154.0,5.0,0.0,121.0
KK10_หนองสองห้อง_หนองเม็ก_M12_U14,หนองสองห้อง,หนองเม็ก,12,14,15.7561,102.7302,435,264.0,420.0,264.0,251.0,10.0,3.0,156.0
KK10_หนองสองห้อง_หนองเม็ก_M12_U15,หนองสองห้อง,หนองเม็ก,12,15,15.7561,102.7302,191,112.0,200.0,112.0,105.0,6.0,1.0,88.0
KK10_หนองสองห้อง_หนองเม็ก_M14_U16,หนองสองห้อง,หนองเม็ก,14,16,15.7561,102.7302,188,112.0,180.0,112.0,99.0,11.0,2.0,68.0
KK10_หนองสองห้อง_หนองเม็ก_M15_U17,หนองสองห้อง,หนองเม็ก,15,17,15.7561,102.7302,437,308.0,440.0,308.0,294.0,6.0,8.0,132.0
KK10_หนองสองห้อง_หนองเม็ก_M2_U1,หนองสองห้อง,หนองเม็ก,2,1,15.7561,102.7302,489,294.0,500.0,295.0,270.0,20.0,5.0,205.0
KK10_หนองสองห้อง_หนองเม็ก_M1_U2,หนองสองห้อง,หนองเม็ก,1,2,15.7561,102.7302,427,296.0,420.0,296.0,268.0,24.0,4.0,124.0
KK10_หนองสองห้อง_หนองเม็ก_M2_U3,หนองสองห้อง,หนองเม็ก,2,3,15.7561,102.7302,352,230.0,340.0,230.0,218.0,11.0,1.0,110.0
KK10_หนองสองห้อง_หนองเม็ก_M3_U4,หนองสองห้อง,หนองเม็ก,3,4,15.7561,102.7302,290,179.0,300.0,179.0,175.0,4.0,0.0,121.0
KK10_หนองสองห้อง_หนองเม็ก_M4_U5,หนองสองห้อง,หนองเม็ก,4,5,15.7561,102.7302,537,304.0,520.0,304.0,277.0,25.0,2.0,216.0
KK10_หนองสองห้อง_หนองเม็ก_M4_U6,หนองสองห้อง,หนองเม็ก,4,6,15.7561,102.7302,539,352.0,520.0,352.0,336.0,16.0,0.0,168.0
KK10_หนองสองห้อง_หนองเม็ก_M5_U7,หนองสองห้อง,หนองเม็ก,5,7,15.7561,102.7302,482,298.0,480.0,298.0,282.0,16.0,0.0,182.0
KK10_หนองสองห้อง_หนองเม็ก_M6_U8,หนองสองห้อง,หนองเม็ก,6,8,15.7561,102.7302,258,175.0,210.0,175.0,166.0,9.0,0.0,35.0
KK10_หนองสองห้อง_หนองเม็ก_M7_U9,หนองสองห้อง,หนองเม็ก,7,9,15.7561,102.7302,303,188.0,300.0,188.0,176.0,4.0,8.0,112.0
KK10_หนองสองห้อง_หนองไผ่ล้อม_M1_U1,หนองสองห้อง,หนองไผ่ล้อม,1,1,15.6583,102.7833,421,269.0,400.0,269.0,255.0,11.0,3.0,131.0
KK10_หนองสองห้อง_หนองไผ่ล้อม_M2_U2,หนองสองห้อง,หนองไผ่ล้อม,2,2,15.6583,102.7833,396,239.0,380.0,239.0,222.0,15.0,2.0,141.0
KK10_หนองสองห้อง_หนองไผ่ล้อม_M3_U3,หนองสองห้อง,หนองไผ่ล้อม,3,3,15.6583,102.7833,459,271.0,440.0,271.0,253.0,18.0,0.0,169.0
KK10_หนองสองห้อง_หนองไผ่ล้อม_M4_U4,หนองสองห้อง,หนองไผ่ล้อม,4,4,15.6583,102.7833,723,449.0,700.0,449.0,423.0,24.0,2.0,251.0
KK10_หนองสองห้อง_หนองไผ่ล้อม_M5_U5,หนองสองห้อง,หนองไผ่ล้อม,5,5,15.6583,102.7833,312,0.0,300.0,201.0,190.0,9.0,2.0,99.0
KK10_หนองสองห้อง_หนองไผ่ล้อม_M6_U6,หนองสองห้อง,หนองไผ่ล้อม,6,6,15.6583,102.7833,213,132.0,200.0,132.0,127.0,4.0,1.0,68.0
KK10_หนองสองห้อง_หนองไผ่ล้อม_M7_U7,หนองสองห้อง,หนองไผ่ล้อม,7,7,15.6583,102.7833,244,140.0,240.0,140.0,135.0,2.0,3.0,100.0
KK10_หนองสองห้อง_หนองไผ่ล้อม_M8_U8,หนองสองห้อง,หนองไผ่ล้อม,8,8,15.6583,102.7833,468,301.0,460.0,301.0,284.0,12.0,5.0,159.0
KK10_หนองสองห้อง_หนองไผ่ล้อม_M1_U9,หนองสองห้อง,หนองไผ่ล้อม,1,9,15.6583,102.7833,413,246.0,246.0,246.0,232.0,12.0,2.0,134.0
KK10_หนองสองห้อง_หันโจด_M10_U10,หนองสองห้อง,หันโจด,10,10,15.7194,102.7681,116,74.0,116.0,74.0,70.0,4.0,0.0,42.0
KK10_หนองสองห้อง_หันโจด_M11_U11,หนองสองห้อง,หันโจด,11,11,15.7194,102.7681,179,127.0,180.0,127.0,124.0,1.0,2.0,53.0
KK10_หนองสองห้อง_หันโจด_M12_U12,หนองสองห้อง,หันโจด,12,12,15.7194,102.7681,175,111.0,160.0,111.0,105.0,4.0,2.0,49.0
KK10_หนองสองห้อง_หันโจด_M1_U1,หนองสองห้อง,หันโจด,1,1,15.7194,102.7681,298,186.0,281.0,186.0,173.0,12.0,1.0,95.0
KK10_หนองสองห้อง_หันโจด_M2_U2,หนองสองห้อง,หันโจด,2,2,15.7194,102.7681,433,272.0,415.0,272.0,258.0,12.0,2.0,143.0
KK10_หนองสองห้อง_หันโจด_M3_U3,หนองสองห้อง,หันโจด,3,3,15.7194,102.7681,378,196.0,300.0,196.0,184.0,11.0,1.0,104.0
KK10_หนองสองห้อง_หันโจด_M4_U4,หนองสองห้อง,หันโจด,4,4,15.7194,102.7681,745,172.0,770.0,172.0,157.0,9.0,6.0,598.0
KK10_หนองสองห้อง_หันโจด_M5_U5,หนองสองห้อง,หันโจด,5,5,15.7194,102.7681,240,150.0,240.0,150.0,145.0,4.0,1.0,90.0
KK10_หนองสองห้อง_หันโจด_M6_U6,หนองสองห้อง,หันโจด,6,6,15.7194,102.7681,428,228.0,400.0,228.0,218.0,9.0,1.0,172.0
KK10_หนองสองห้อง_หันโจด_M7_U7,หนองสองห้อง,หันโจด,7,7,15.7194,102.7681,547,310.0,520.0,310.0,299.0,10.0,1.0,210.0
KK10_หนองสองห้อง_หันโจด_M8_U8,หนองสองห้อง,หันโจด,8,8,15.7194,102.7681,180,131.0,180.0,131.0,123.0,7.0,1.0,49.0
KK10_หนองสองห้อง_หันโจด_M9_U9,หนองสองห้อง,หันโจด,9,9,15.7194,102.7681,166,126.0,126.0,126.0,123.0,2.0,1.0,54.0
KK10_หนองสองห้อง_โนนธาตุ_M10_U10,หนองสองห้อง,โนนธาตุ,10,10,15.6917,102.725,537,337.0,520.0,337.0,313.0,18.0,6.0,183.0
KK10_หนองสองห้อง_โนนธาตุ_M11_U11,หนองสองห้อง,โนนธาตุ,11,11,15.6917,102.725,219,121.0,300.0,121.0,117.0,4.0,0.0,179.0
KK10_หนองสองห้อง_โนนธาตุ_M1_U1,หนองสองห้อง,โนนธาตุ,1,1,15.6917,102.725,263,150.0,260.0,150.0,143.0,7.0,0.0,110.0
KK10_หนองสองห้อง_โนนธาตุ_M2_U2,หนองสองห้อง,โนนธาตุ,2,2,15.6917,102.725,340,185.0,320.0,185.0,171.0,9.0,5.0,135.0
KK10_หนองสองห้อง_โนนธาตุ_M3_U3,หนองสองห้อง,โนนธาตุ,3,3,15.6917,102.725,359,179.0,360.0,179.0,172.0,6.0,1.0,181.0
KK10_หนองสองห้อง_โนนธาตุ_M4_U4,หนองสองห้อง,โนนธาตุ,4,4,15.6917,102.725,571,362.0,540.0,362.0,346.0,10.0,6.0,178.0
KK10_หนองสองห้อง_โนนธาตุ_M5_U5,หนองสองห้อง,โนนธาตุ,5,5,15.6917,102.725,605,333.0,620.0,333.0,315.0,18.0,0.0,287.0
KK10_หนองสองห้อง_โนนธาตุ_M6_U6,หนองสองห้อง,โนนธาตุ,6,6,15.6917,102.725,627,370.0,600.0,370.0,358.0,11.0,1.0,230.0
KK10_หนองสองห้อง_โนนธาตุ_M7_U7,หนองสองห้อง,โนนธาตุ,7,7,15.6917,102.725,229,139.0,220.0,139.0,133.0,5.0,1.0,81.0
KK10_หนองสองห้อง_โนนธาตุ_M8_U8,หนองสองห้อง,โนนธาตุ,8,8,15.6917,102.725,339,194.0,320.0,194.0,186.0,8.0,0.0,126.0
KK10_หนองสองห้อง_โนนธาตุ_M9_U9,หนองสองห้อง,โนนธาตุ,9,9,15.6917,102.725,373,229.0,400.0,229.0,213.0,16.0,0.0,171.0
KK10_ชนบท_ปอแดง_M10_U10,ชนบท,ปอแดง,10,10,16.0388,102.5083,428,249.0,400.0,249.0,238.0,8.0,3.0,151.0
KK10_ชนบท_ปอแดง_M1_U1,ชนบท,ปอแดง,1,1,16.0388,102.5083,528,309.0,520.0,309.0,287.0,22.0,0.0,211.0
KK10_ชนบท_ปอแดง_M2_U2,ชนบท,ปอแดง,2,2,16.0388,102.5083,828,507.0,780.0,507.0,473.0,28.0,6.0,273.0
KK10_ชนบท_ปอแดง_M3_U3,ชนบท,ปอแดง,3,3,16.0388,102.5083,281,170.0,280.0,170.0,157.0,8.0,5.0,110.0
KK10_ชนบท_ปอแดง_M4_U4,ชนบท,ปอแดง,4,4,16.0388,102.5083,304,195.0,300.0,195.0,184.0,11.0,0.0,105.0
KK10_ชนบท_ปอแดง_M5_U5,ชนบท,ปอแดง,5,5,16.0388,102.5083,583,340.0,560.0,340.0,319.0,20.0,1.0,220.0
KK10_ชนบท_ปอแดง_M6_U6,ชนบท,ปอแดง,6,6,16.0388,102.5083,298,157.0,280.0,157.0,146.0,10.0,1.0,123.0
KK10_ชนบท_ปอแดง_M7_U7,ชนบท,ปอแดง,7,7,16.0388,102.5083,247,132.0,240.0,132.0,128.0,4.0,0.0,108.0
KK10_ชนบท_ปอแดง_M8_U8,ชนบท,ปอแดง,8,8,16.0388,102.5083,363,188.0,360.0,188.0,181.0,4.0,3.0,172.0
KK10_ชนบท_ปอแดง_M9_U9,ชนบท,ปอแดง,9,9,16.0388,102.5083,187,130.0,200.0,130.0,115.0,5.0,10.0,70.0
KK10_ชนบท_วังแสง_M10_U10,ชนบท,วังแสง,10,10,16.0833,102.5583,550,286.0,520.0,286.0,260.0,25.0,1.0,234.0
KK10_ชนบท_วังแสง_M11_U11,ชนบท,วังแสง,11,11,16.0833,102.5583,475,320.0,460.0,320.0,299.0,19.0,2.0,140.0
KK10_ชนบท_วังแสง_M1_U1,ชนบท,วังแสง,1,1,16.0833,102.5583,485,282.0,460.0,282.0,253.0,23.0,6.0,178.0
KK10_ชนบท_วังแสง_M2_U2,ชนบท,วังแสง,2,2,16.0833,102.5583,539,340.0,540.0,340.0,306.0,29.0,5.0,200.0
KK10_ชนบท_วังแสง_M3_U3,ชนบท,วังแสง,3,3,16.0833,102.5583,780,420.0,420.0,420.0,394.0,15.0,11.0,322.0
KK10_ชนบท_วังแสง_M4_U4,ชนบท,วังแสง,4,4,16.0833,102.5583,608,334.0,580.0,334.0,295.0,35.0,4.0,246.0
KK10_ชนบท_วังแสง_M5_U5,ชนบท,วังแสง,5,5,16.0833,102.5583,253,142.0,142.0,142.0,131.0,10.0,1.0,98.0
KK10_ชนบท_วังแสง_M6_U6,ชนบท,วังแสง,6,6,16.0833,102.5583,610,333.0,580.0,333.0,311.0,11.0,11.0,247.0
KK10_ชนบท_วังแสง_M7_U7,ชนบท,วังแสง,7,7,16.0833,102.5583,722,398.0,700.0,398.0,367.0,26.0,5.0,302.0
KK10_ชนบท_วังแสง_M8_U8,ชนบท,วังแสง,8,8,16.0833,102.5583,591,340.0,580.0,340.0,305.0,32.0,3.0,240.0
KK10_ชนบท_วังแสง_M9_U9,ชนบท,วังแสง,9,9,16.0833,102.5583,347,183.0,340.0,183.0,169.0,5.0,9.0,157.0
KK10_ชนบท_ห้วยแก_M1_U1,ชนบท,ห้วยแก,1,1,16.0417,102.6167,823,519.0,780.0,519.0,504.0,14.0,1.0,261.0
KK10_ชนบท_ห้วยแก_M2_U2,ชนบท,ห้วยแก,2,2,16.0417,102.6167,687,454.0,660.0,454.0,432.0,17.0,5.0,206.0
KK10_ชนบท_ห้วยแก_M3_U3,ชนบท,ห้วยแก,3,3,16.0417,102.6167,520,276.0,500.0,276.0,265.0,11.0,0.0,224.0
KK10_ชนบท_ห้วยแก_M4_U4,ชนบท,ห้วยแก,4,4,16.0417,102.6167,809,474.0,760.0,474.0,454.0,19.0,1.0,286.0
KK10_ชนบท_ห้วยแก_M5_U5,ชนบท,ห้วยแก,5,5,16.0417,102.6167,292,172.0,280.0,172.0,159.0,8.0,5.0,108.0
KK10_ชนบท_ห้วยแก_M6_U6,ชนบท,ห้วยแก,6,6,16.0417,102.6167,610,380.0,600.0,380.0,355.0,23.0,2.0,220.0
KK10_ชนบท_ห้วยแก_M7_U7,ชนบท,ห้วยแก,7,7,16.0417,102.6167,400,201.0,400.0,201.0,192.0,7.0,2.0,199.0
KK10_ชนบท_ห้วยแก_M8_U8,ชนบท,ห้วยแก,8,8,16.0417,102.6167,591,340.0,580.0,340.0,305.0,32.0,3.0,240.0
KK10_ชนบท_ห้วยแก_M9_U9,ชนบท,ห้วยแก,9,9,16.0417,102.6167,257,184.0,260.0,184.0,173.0,11.0,0.0,76.0
